3.000000000000000000e+00 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -3.484999999999999817e-03 -7.693000000000000185e-03 9.999639999999999640e-01 3.269110000000000071e-01 -9.450349999999999584e-01 -6.131000000000000165e-03 9.450490000000000279e-01 3.268780000000000019e-01 5.807999999999999795e-03
6.000000000000000000e+00 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -2.870000000000000155e-03 -4.370999999999999885e-03 9.999860000000000415e-01 3.244210000000000149e-01 -9.459070000000000533e-01 -3.203000000000000118e-03 9.459079999999999711e-01 3.244070000000000009e-01 4.133000000000000389e-03
1.500000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -5.730000000000000501e-04 -3.621000000000000087e-03 9.999930000000000208e-01 3.239929999999999755e-01 -9.460539999999999505e-01 -3.240999999999999957e-03 9.460589999999999833e-01 3.239890000000000270e-01 1.714999999999999945e-03
1.700000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 1.634999999999999952e-03 2.329999999999999986e-04 9.999989999999999712e-01 3.244290000000000229e-01 -9.459100000000000286e-01 -3.099999999999999999e-04 9.459089999999999998e-01 3.244290000000000229e-01 -1.621999999999999961e-03
2.600000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -2.049000000000000040e-03 8.360000000000000460e-04 9.999980000000000535e-01 3.306950000000000167e-01 -9.437370000000000481e-01 1.466999999999999988e-03 9.437349999999999905e-01 3.306970000000000187e-01 1.657000000000000053e-03
2.900000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -2.919000000000000154e-03 3.422999999999999828e-03 9.999900000000000455e-01 3.277950000000000030e-01 -9.447400000000000242e-01 4.191000000000000281e-03 9.447440000000000282e-01 3.278039999999999843e-01 1.636000000000000084e-03
2.800000000000000000e+01 4.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 6.000000000000000152e-05 2.199000000000000000e-03 9.999980000000000535e-01 2.333270000000000066e-01 -9.723960000000000381e-01 2.124000000000000020e-03 9.723979999999999846e-01 2.333260000000000056e-01 -5.710000000000000015e-04
1.100000000000000000e+01 1.010000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -3.926999999999999935e-03 -8.200000000000000095e-05 9.999919999999999920e-01 8.833229999999999693e-01 4.687520000000000020e-01 3.507999999999999834e-03 -4.687490000000000268e-01 8.833299999999999486e-01 -1.768000000000000040e-03
1.500000000000000000e+01 1.010000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 -4.483000000000000006e-03 -1.324999999999999963e-02 9.999019999999999575e-01 8.822830000000000394e-01 4.706080000000000263e-01 1.019100000000000041e-02 -4.706969999999999765e-01 8.822429999999999994e-01 9.580999999999999239e-03
2.800000000000000000e+01 1.010000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 2.889999999999999774e-04 5.570000000000000298e-03 9.999839999999999840e-01 8.843569999999999487e-01 4.668019999999999947e-01 -2.854999999999999899e-03 -4.668100000000000027e-01 8.843440000000000190e-01 -4.791000000000000120e-03
2.000000000000000000e+00 2.500000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 1.533000000000000074e-03 8.262000000000000247e-03 -9.999649999999999928e-01 4.477900000000000214e-01 8.941019999999999524e-01 8.073999999999999580e-03 8.941369999999999596e-01 -4.477869999999999906e-01 -2.328999999999999907e-03
6.000000000000000000e+00 2.500000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 5.739999999999999660e-04 2.282000000000000174e-03 -9.999970000000000248e-01 4.478980000000000183e-01 8.940820000000000434e-01 2.298000000000000129e-03 8.940850000000000186e-01 -4.478980000000000183e-01 -5.090000000000000123e-04
1.400000000000000000e+01 2.500000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 1.600000000000000131e-04 -7.359000000000000090e-03 -9.999730000000000008e-01 4.483219999999999983e-01 8.938490000000000046e-01 -6.505999999999999631e-03 8.938719999999999999e-01 -4.483090000000000130e-01 3.442999999999999880e-03
2.100000000000000000e+01 2.500000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 9.309999999999999699e-04 6.275000000000000196e-03 -9.999799999999999800e-01 4.474920000000000009e-01 8.942679999999999518e-01 6.028000000000000372e-03 8.942879999999999718e-01 -4.474879999999999969e-01 -1.975000000000000193e-03
2.400000000000000000e+01 2.500000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000089e+00 2.979999999999999793e-04 3.628000000000000148e-03 -9.999930000000000208e-01 4.470129999999999937e-01 8.945210000000000106e-01 3.379000000000000059e-03 8.945269999999999611e-01 -4.470109999999999917e-01 -1.355000000000000085e-03
